schema	step	metric	k	mean	std
correct_plus_valid_plus_0p1_format	9	valid	8	0.947853	0.000707
correct_plus_valid_plus_0p1_format	9	valid	64	0.950000	0.000000
correct_plus_valid_plus_0p1_format	9	joint	1	0.702865	0.004247
correct_plus_valid_plus_0p1_format	9	joint	8	0.947853	0.000707
correct_plus_valid_plus_0p1_format	9	joint	64	0.950000	0.000000
correct_plus_valid_plus_0p1_format	9	valid_given_correct	1	0.704710	0.005549
correct_plus_valid_plus_0p1_format	9	valid_given_correct	8	0.947853	0.000707
correct_plus_valid_plus_0p1_format	9	valid_given_correct	64	0.950000	0.000000
correct_plus_valid_plus_0p1_format	9	invalid_but_correct	1	0.294531	0.006085
correct_plus_valid_plus_0p1_format	9	invalid_but_correct	8	0.052147	0.000707
correct_plus_valid_plus_0p1_format	9	invalid_but_correct	64	0.050000	0.000000
correct_plus_valid_plus_0p1_format	10	correct	1	1.000000	0.000000
correct_plus_valid_plus_0p1_format	10	correct	8	1.000000	0.000000
correct_plus_valid_plus_0p1_format	10	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	10	valid	1	0.723438	0.007734
correct_plus_valid_plus_0p1_format	10	valid	8	0.998048	0.000274
correct_plus_valid_plus_0p1_format	10	valid	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	10	joint	1	0.723438	0.007734
correct_plus_valid_plus_0p1_format	10	joint	8	0.998048	0.000274
correct_plus_valid_plus_0p1_format	10	joint	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	10	valid_given_correct	1	0.723438	0.007734
correct_plus_valid_plus_0p1_format	10	valid_given_correct	8	0.998048	0.000274
correct_plus_valid_plus_0p1_format	10	valid_given_correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	10	invalid_but_correct	1	0.276562	0.007734
correct_plus_valid_plus_0p1_format	10	invalid_but_correct	8	0.001952	0.000274
correct_plus_valid_plus_0p1_format	10	invalid_but_correct	64	0.000000	0.000000
correct_plus_valid_plus_0p1_format	11	correct	1	0.968490	0.008202
correct_plus_valid_plus_0p1_format	11	correct	8	0.995964	0.005457
correct_plus_valid_plus_0p1_format	11	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	11	valid	1	0.671615	0.008661
correct_plus_valid_plus_0p1_format	11	valid	8	0.965516	0.010269
correct_plus_valid_plus_0p1_format	11	valid	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	11	joint	1	0.670833	0.008422
correct_plus_valid_plus_0p1_format	11	joint	8	0.961305	0.009716
correct_plus_valid_plus_0p1_format	11	joint	64	0.983333	0.023570
correct_plus_valid_plus_0p1_format	11	valid_given_correct	1	0.692661	0.006532
correct_plus_valid_plus_0p1_format	11	valid_given_correct	8	0.965228	0.010922
correct_plus_valid_plus_0p1_format	11	valid_given_correct	64	0.983333	0.023570
correct_plus_valid_plus_0p1_format	11	invalid_but_correct	1	0.297656	0.006900
correct_plus_valid_plus_0p1_format	11	invalid_but_correct	8	0.034659	0.010989
correct_plus_valid_plus_0p1_format	11	invalid_but_correct	64	0.016667	0.023570
correct_plus_valid_plus_0p1_format	12	correct	1	0.999740	0.000368
correct_plus_valid_plus_0p1_format	12	correct	8	1.000000	0.000000
correct_plus_valid_plus_0p1_format	12	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	12	valid	1	0.692448	0.019320
correct_plus_valid_plus_0p1_format	12	valid	8	0.948923	0.000709
correct_plus_valid_plus_0p1_format	12	valid	64	0.950000	0.000000
correct_plus_valid_plus_0p1_format	12	joint	1	0.692448	0.019320
correct_plus_valid_plus_0p1_format	12	joint	8	0.948923	0.000709
correct_plus_valid_plus_0p1_format	12	joint	64	0.950000	0.000000
correct_plus_valid_plus_0p1_format	12	valid_given_correct	1	0.692635	0.019583
correct_plus_valid_plus_0p1_format	12	valid_given_correct	8	0.948923	0.000709
correct_plus_valid_plus_0p1_format	12	valid_given_correct	64	0.950000	0.000000
correct_plus_valid_plus_0p1_format	12	invalid_but_correct	1	0.307292	0.019685
correct_plus_valid_plus_0p1_format	12	invalid_but_correct	8	0.051077	0.000709
correct_plus_valid_plus_0p1_format	12	invalid_but_correct	64	0.050000	0.000000
correct_plus_valid_plus_0p1_format	13	correct	1	0.892969	0.017152
correct_plus_valid_plus_0p1_format	13	correct	8	0.939510	0.029929
correct_plus_valid_plus_0p1_format	13	correct	64	0.950000	0.040825
correct_plus_valid_plus_0p1_format	13	valid	1	0.463542	0.063380
correct_plus_valid_plus_0p1_format	13	valid	8	0.893402	0.006414
correct_plus_valid_plus_0p1_format	13	valid	64	0.933333	0.023570
correct_plus_valid_plus_0p1_format	13	joint	1	0.453646	0.057659
correct_plus_valid_plus_0p1_format	13	joint	8	0.880449	0.012621
correct_plus_valid_plus_0p1_format	13	joint	64	0.900000	0.000000
correct_plus_valid_plus_0p1_format	13	valid_given_correct	1	0.508906	0.070451
correct_plus_valid_plus_0p1_format	13	valid_given_correct	8	0.938146	0.034575
correct_plus_valid_plus_0p1_format	13	valid_given_correct	64	0.949123	0.040844
correct_plus_valid_plus_0p1_format	13	invalid_but_correct	1	0.439323	0.068627
correct_plus_valid_plus_0p1_format	13	invalid_but_correct	8	0.059060	0.033484
correct_plus_valid_plus_0p1_format	13	invalid_but_correct	64	0.050000	0.040825
correct_plus_valid_plus_0p1_format	14	correct	1	0.948438	0.022679
correct_plus_valid_plus_0p1_format	14	correct	8	0.993330	0.007896
correct_plus_valid_plus_0p1_format	14	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	14	valid	1	0.455990	0.010604
correct_plus_valid_plus_0p1_format	14	valid	8	0.886988	0.028737
correct_plus_valid_plus_0p1_format	14	valid	64	0.950000	0.040825
correct_plus_valid_plus_0p1_format	14	joint	1	0.455469	0.010900
correct_plus_valid_plus_0p1_format	14	joint	8	0.886978	0.028742
correct_plus_valid_plus_0p1_format	14	joint	64	0.950000	0.040825
correct_plus_valid_plus_0p1_format	14	valid_given_correct	1	0.480477	0.015342
correct_plus_valid_plus_0p1_format	14	valid_given_correct	8	0.892767	0.022248
correct_plus_valid_plus_0p1_format	14	valid_given_correct	64	0.950000	0.040825
correct_plus_valid_plus_0p1_format	14	invalid_but_correct	1	0.492969	0.023902
correct_plus_valid_plus_0p1_format	14	invalid_but_correct	8	0.106352	0.021193
correct_plus_valid_plus_0p1_format	14	invalid_but_correct	64	0.050000	0.040825
correct_plus_valid_plus_0p1_format	15	correct	1	0.959115	0.011237
correct_plus_valid_plus_0p1_format	15	correct	8	0.999859	0.000109
correct_plus_valid_plus_0p1_format	15	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	15	valid	1	0.457031	0.047035
correct_plus_valid_plus_0p1_format	15	valid	8	0.908740	0.032041
correct_plus_valid_plus_0p1_format	15	valid	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	15	joint	1	0.455469	0.047204
correct_plus_valid_plus_0p1_format	15	joint	8	0.906673	0.032767
correct_plus_valid_plus_0p1_format	15	joint	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	15	valid_given_correct	1	0.474640	0.046069
correct_plus_valid_plus_0p1_format	15	valid_given_correct	8	0.906798	0.032676
correct_plus_valid_plus_0p1_format	15	valid_given_correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	15	invalid_but_correct	1	0.503646	0.042179
correct_plus_valid_plus_0p1_format	15	invalid_but_correct	8	0.093186	0.032664
correct_plus_valid_plus_0p1_format	15	invalid_but_correct	64	0.000000	0.000000
correct_plus_valid_plus_0p1_format	16	correct	1	0.966406	0.044199
correct_plus_valid_plus_0p1_format	16	correct	8	0.996082	0.005541
correct_plus_valid_plus_0p1_format	16	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	16	valid	1	0.368750	0.031100
correct_plus_valid_plus_0p1_format	16	valid	8	0.887471	0.050702
correct_plus_valid_plus_0p1_format	16	valid	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	16	joint	1	0.367188	0.032781
correct_plus_valid_plus_0p1_format	16	joint	8	0.877482	0.060550
correct_plus_valid_plus_0p1_format	16	joint	64	0.966667	0.023570
correct_plus_valid_plus_0p1_format	16	valid_given_correct	1	0.379175	0.017245
correct_plus_valid_plus_0p1_format	16	valid_given_correct	8	0.880653	0.056513
correct_plus_valid_plus_0p1_format	16	valid_given_correct	64	0.966667	0.023570
correct_plus_valid_plus_0p1_format	16	invalid_but_correct	1	0.599219	0.011951
correct_plus_valid_plus_0p1_format	16	invalid_but_correct	8	0.118600	0.055572
correct_plus_valid_plus_0p1_format	16	invalid_but_correct	64	0.033333	0.023570
correct_plus_valid_plus_0p1_format	17	correct	1	0.911458	0.074724
correct_plus_valid_plus_0p1_format	17	correct	8	0.998654	0.001338
correct_plus_valid_plus_0p1_format	17	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	17	valid	1	0.264583	0.014964
correct_plus_valid_plus_0p1_format	17	valid	8	0.776227	0.019877
correct_plus_valid_plus_0p1_format	17	valid	64	0.983333	0.023570
correct_plus_valid_plus_0p1_format	17	joint	1	0.245313	0.012120
correct_plus_valid_plus_0p1_format	17	joint	8	0.756280	0.012824
correct_plus_valid_plus_0p1_format	17	joint	64	0.983333	0.023570
correct_plus_valid_plus_0p1_format	17	valid_given_correct	1	0.269989	0.011305
correct_plus_valid_plus_0p1_format	17	valid_given_correct	8	0.757287	0.012073
correct_plus_valid_plus_0p1_format	17	valid_given_correct	64	0.983333	0.023570
correct_plus_valid_plus_0p1_format	17	invalid_but_correct	1	0.666146	0.063669
correct_plus_valid_plus_0p1_format	17	invalid_but_correct	8	0.242374	0.011829
correct_plus_valid_plus_0p1_format	17	invalid_but_correct	64	0.016667	0.023570
correct_plus_valid_plus_0p1_format	18	correct	1	0.982812	0.012549
correct_plus_valid_plus_0p1_format	18	correct	8	1.000000	0.000000
correct_plus_valid_plus_0p1_format	18	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	18	valid	1	0.164323	0.049032
correct_plus_valid_plus_0p1_format	18	valid	8	0.649475	0.112112
correct_plus_valid_plus_0p1_format	18	valid	64	0.966667	0.023570
correct_plus_valid_plus_0p1_format	18	joint	1	0.164062	0.048881
correct_plus_valid_plus_0p1_format	18	joint	8	0.648602	0.111399
correct_plus_valid_plus_0p1_format	18	joint	64	0.966667	0.023570
correct_plus_valid_plus_0p1_format	18	valid_given_correct	1	0.166396	0.048309
correct_plus_valid_plus_0p1_format	18	valid_given_correct	8	0.648602	0.111399
correct_plus_valid_plus_0p1_format	18	valid_given_correct	64	0.966667	0.023570
correct_plus_valid_plus_0p1_format	18	invalid_but_correct	1	0.818750	0.038310
correct_plus_valid_plus_0p1_format	18	invalid_but_correct	8	0.351398	0.111399
correct_plus_valid_plus_0p1_format	18	invalid_but_correct	64	0.033333	0.023570
correct_plus_valid_plus_0p1_format	19	correct	1	0.821094	0.040101
correct_plus_valid_plus_0p1_format	19	correct	8	0.958481	0.001859
correct_plus_valid_plus_0p1_format	19	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	19	valid	1	0.128385	0.009554
correct_plus_valid_plus_0p1_format	19	valid	8	0.474411	0.043216
correct_plus_valid_plus_0p1_format	19	valid	64	0.766667	0.062361
correct_plus_valid_plus_0p1_format	19	joint	1	0.125521	0.009575
correct_plus_valid_plus_0p1_format	19	joint	8	0.459409	0.042375
correct_plus_valid_plus_0p1_format	19	joint	64	0.750000	0.081650
correct_plus_valid_plus_0p1_format	19	valid_given_correct	1	0.152716	0.005678
correct_plus_valid_plus_0p1_format	19	valid_given_correct	8	0.479377	0.044986
correct_plus_valid_plus_0p1_format	19	valid_given_correct	64	0.750000	0.081650
correct_plus_valid_plus_0p1_format	19	invalid_but_correct	1	0.695573	0.031672
correct_plus_valid_plus_0p1_format	19	invalid_but_correct	8	0.499072	0.043815
correct_plus_valid_plus_0p1_format	19	invalid_but_correct	64	0.250000	0.081650
correct_plus_valid_plus_0p1_format	20	correct	1	0.765365	0.055244
correct_plus_valid_plus_0p1_format	20	correct	8	0.968977	0.024621
correct_plus_valid_plus_0p1_format	20	correct	64	1.000000	0.000000
correct_plus_valid_plus_0p1_format	20	valid	1	0.058594	0.017620
correct_plus_valid_plus_0p1_format	20	valid	8	0.335421	0.078856
correct_plus_valid_plus_0p1_format	20	valid	64	0.800000	0.081650
correct_plus_valid_plus_0p1_format	20	joint	1	0.055208	0.015746
correct_plus_valid_plus_0p1_format	20	joint	8	0.316218	0.064572
correct_plus_valid_plus_0p1_format	20	joint	64	0.766667	0.047140
correct_plus_valid_plus_0p1_format	20	valid_given_correct	1	0.073387	0.023798
correct_plus_valid_plus_0p1_format	20	valid_given_correct	8	0.328198	0.075647
correct_plus_valid_plus_0p1_format	20	valid_given_correct	64	0.766667	0.047140
correct_plus_valid_plus_0p1_format	20	invalid_but_correct	1	0.710156	0.066441
correct_plus_valid_plus_0p1_format	20	invalid_but_correct	8	0.652759	0.088487
correct_plus_valid_plus_0p1_format	20	invalid_but_correct	64	0.233333	0.047140
correct_times_valid_plus_0p1_format	1	correct	1	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	valid	1	0.998698	0.000368
correct_times_valid_plus_0p1_format	1	valid	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	joint	1	0.998698	0.000368
correct_times_valid_plus_0p1_format	1	joint	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	valid_given_correct	1	0.998698	0.000368
correct_times_valid_plus_0p1_format	1	valid_given_correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	1	invalid_but_correct	1	0.001302	0.000368
correct_times_valid_plus_0p1_format	1	invalid_but_correct	8	0.000000	0.000000
correct_times_valid_plus_0p1_format	1	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	2	correct	1	1.000000	0.000000
correct_times_valid_plus_0p1_format	2	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	2	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	2	valid	1	0.928385	0.008077
correct_times_valid_plus_0p1_format	2	valid	8	0.999990	0.000011
correct_times_valid_plus_0p1_format	2	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	2	joint	1	0.928385	0.008077
correct_times_valid_plus_0p1_format	2	joint	8	0.999990	0.000011
correct_times_valid_plus_0p1_format	2	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	2	valid_given_correct	1	0.928385	0.008077
correct_times_valid_plus_0p1_format	2	valid_given_correct	8	0.999990	0.000011
correct_times_valid_plus_0p1_format	2	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	2	invalid_but_correct	1	0.071615	0.008077
correct_times_valid_plus_0p1_format	2	invalid_but_correct	8	0.000010	0.000011
correct_times_valid_plus_0p1_format	2	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	3	correct	1	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	valid	1	0.955990	0.010488
correct_times_valid_plus_0p1_format	3	valid	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	joint	1	0.955990	0.010488
correct_times_valid_plus_0p1_format	3	joint	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	valid_given_correct	1	0.955990	0.010488
correct_times_valid_plus_0p1_format	3	valid_given_correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	3	invalid_but_correct	1	0.044010	0.010488
correct_times_valid_plus_0p1_format	3	invalid_but_correct	8	0.000000	0.000000
correct_times_valid_plus_0p1_format	3	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	4	correct	1	0.999740	0.000368
correct_times_valid_plus_0p1_format	4	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	4	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	4	valid	1	0.773958	0.004247
correct_times_valid_plus_0p1_format	4	valid	8	0.999553	0.000099
correct_times_valid_plus_0p1_format	4	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	4	joint	1	0.773958	0.004247
correct_times_valid_plus_0p1_format	4	joint	8	0.999553	0.000099
correct_times_valid_plus_0p1_format	4	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	4	valid_given_correct	1	0.774161	0.004379
correct_times_valid_plus_0p1_format	4	valid_given_correct	8	0.999553	0.000099
correct_times_valid_plus_0p1_format	4	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	4	invalid_but_correct	1	0.225781	0.004419
correct_times_valid_plus_0p1_format	4	invalid_but_correct	8	0.000447	0.000099
correct_times_valid_plus_0p1_format	4	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	5	correct	1	1.000000	0.000000
correct_times_valid_plus_0p1_format	5	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	5	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	5	valid	1	0.802083	0.027439
correct_times_valid_plus_0p1_format	5	valid	8	0.999188	0.000547
correct_times_valid_plus_0p1_format	5	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	5	joint	1	0.802083	0.027439
correct_times_valid_plus_0p1_format	5	joint	8	0.999188	0.000547
correct_times_valid_plus_0p1_format	5	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	5	valid_given_correct	1	0.802083	0.027439
correct_times_valid_plus_0p1_format	5	valid_given_correct	8	0.999188	0.000547
correct_times_valid_plus_0p1_format	5	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	5	invalid_but_correct	1	0.197917	0.027439
correct_times_valid_plus_0p1_format	5	invalid_but_correct	8	0.000812	0.000547
correct_times_valid_plus_0p1_format	5	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	6	correct	1	0.997917	0.001841
correct_times_valid_plus_0p1_format	6	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	6	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	6	valid	1	0.692187	0.000000
correct_times_valid_plus_0p1_format	6	valid	8	0.993448	0.003054
correct_times_valid_plus_0p1_format	6	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	6	joint	1	0.691927	0.000368
correct_times_valid_plus_0p1_format	6	joint	8	0.993448	0.003054
correct_times_valid_plus_0p1_format	6	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	6	valid_given_correct	1	0.693374	0.001500
correct_times_valid_plus_0p1_format	6	valid_given_correct	8	0.993448	0.003054
correct_times_valid_plus_0p1_format	6	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	6	invalid_but_correct	1	0.305990	0.002051
correct_times_valid_plus_0p1_format	6	invalid_but_correct	8	0.006552	0.003054
correct_times_valid_plus_0p1_format	6	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	7	correct	1	0.998958	0.000974
correct_times_valid_plus_0p1_format	7	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	7	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	7	valid	1	0.640885	0.011345
correct_times_valid_plus_0p1_format	7	valid	8	0.991429	0.003300
correct_times_valid_plus_0p1_format	7	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	7	joint	1	0.640885	0.011345
correct_times_valid_plus_0p1_format	7	joint	8	0.991429	0.003300
correct_times_valid_plus_0p1_format	7	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	7	valid_given_correct	1	0.641546	0.010884
correct_times_valid_plus_0p1_format	7	valid_given_correct	8	0.991429	0.003300
correct_times_valid_plus_0p1_format	7	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	7	invalid_but_correct	1	0.358073	0.010604
correct_times_valid_plus_0p1_format	7	invalid_but_correct	8	0.008571	0.003300
correct_times_valid_plus_0p1_format	7	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	8	correct	1	0.999740	0.000368
correct_times_valid_plus_0p1_format	8	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	8	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	8	valid	1	0.788542	0.008202
correct_times_valid_plus_0p1_format	8	valid	8	0.999433	0.000190
correct_times_valid_plus_0p1_format	8	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	8	joint	1	0.788542	0.008202
correct_times_valid_plus_0p1_format	8	joint	8	0.999433	0.000190
correct_times_valid_plus_0p1_format	8	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	8	valid_given_correct	1	0.788750	0.008493
correct_times_valid_plus_0p1_format	8	valid_given_correct	8	0.999433	0.000190
correct_times_valid_plus_0p1_format	8	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	8	invalid_but_correct	1	0.211198	0.008566
correct_times_valid_plus_0p1_format	8	invalid_but_correct	8	0.000567	0.000190
correct_times_valid_plus_0p1_format	8	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	9	correct	1	0.995833	0.003898
correct_times_valid_plus_0p1_format	9	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	9	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	9	valid	1	0.695052	0.008301
correct_times_valid_plus_0p1_format	9	valid	8	0.948644	0.000478
correct_times_valid_plus_0p1_format	9	valid	64	0.950000	0.000000
correct_times_valid_plus_0p1_format	9	joint	1	0.695052	0.008301
correct_times_valid_plus_0p1_format	9	joint	8	0.948644	0.000478
correct_times_valid_plus_0p1_format	9	joint	64	0.950000	0.000000
correct_times_valid_plus_0p1_format	9	valid_given_correct	1	0.697980	0.009457
correct_times_valid_plus_0p1_format	9	valid_given_correct	8	0.948644	0.000478
correct_times_valid_plus_0p1_format	9	valid_given_correct	64	0.950000	0.000000
correct_times_valid_plus_0p1_format	9	invalid_but_correct	1	0.300781	0.010126
correct_times_valid_plus_0p1_format	9	invalid_but_correct	8	0.051356	0.000478
correct_times_valid_plus_0p1_format	9	invalid_but_correct	64	0.050000	0.000000
correct_times_valid_plus_0p1_format	10	correct	1	1.000000	0.000000
correct_times_valid_plus_0p1_format	10	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	10	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	10	valid	1	0.722917	0.010850
correct_times_valid_plus_0p1_format	10	valid	8	0.997110	0.001808
correct_times_valid_plus_0p1_format	10	valid	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	10	joint	1	0.722917	0.010850
correct_times_valid_plus_0p1_format	10	joint	8	0.997110	0.001808
correct_times_valid_plus_0p1_format	10	joint	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	10	valid_given_correct	1	0.722917	0.010850
correct_times_valid_plus_0p1_format	10	valid_given_correct	8	0.997110	0.001808
correct_times_valid_plus_0p1_format	10	valid_given_correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	10	invalid_but_correct	1	0.277083	0.010850
correct_times_valid_plus_0p1_format	10	invalid_but_correct	8	0.002890	0.001808
correct_times_valid_plus_0p1_format	10	invalid_but_correct	64	0.000000	0.000000
correct_times_valid_plus_0p1_format	11	correct	1	0.967187	0.009397
correct_times_valid_plus_0p1_format	11	correct	8	0.993530	0.008628
correct_times_valid_plus_0p1_format	11	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	11	valid	1	0.663802	0.010371
correct_times_valid_plus_0p1_format	11	valid	8	0.961856	0.018387
correct_times_valid_plus_0p1_format	11	valid	64	0.966667	0.023570
correct_times_valid_plus_0p1_format	11	joint	1	0.663542	0.010012
correct_times_valid_plus_0p1_format	11	joint	8	0.961276	0.017567
correct_times_valid_plus_0p1_format	11	joint	64	0.966667	0.023570
correct_times_valid_plus_0p1_format	11	valid_given_correct	1	0.686028	0.005342
correct_times_valid_plus_0p1_format	11	valid_given_correct	8	0.967528	0.014992
correct_times_valid_plus_0p1_format	11	valid_given_correct	64	0.966667	0.023570
correct_times_valid_plus_0p1_format	11	invalid_but_correct	1	0.303646	0.004615
correct_times_valid_plus_0p1_format	11	invalid_but_correct	8	0.032254	0.014973
correct_times_valid_plus_0p1_format	11	invalid_but_correct	64	0.033333	0.023570
correct_times_valid_plus_0p1_format	12	correct	1	0.999219	0.001105
correct_times_valid_plus_0p1_format	12	correct	8	1.000000	0.000000
correct_times_valid_plus_0p1_format	12	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	12	valid	1	0.680990	0.013922
correct_times_valid_plus_0p1_format	12	valid	8	0.949182	0.000751
correct_times_valid_plus_0p1_format	12	valid	64	0.950000	0.000000
correct_times_valid_plus_0p1_format	12	joint	1	0.680990	0.013922
correct_times_valid_plus_0p1_format	12	joint	8	0.949182	0.000751
correct_times_valid_plus_0p1_format	12	joint	64	0.950000	0.000000
correct_times_valid_plus_0p1_format	12	valid_given_correct	1	0.681526	0.014072
correct_times_valid_plus_0p1_format	12	valid_given_correct	8	0.949182	0.000751
correct_times_valid_plus_0p1_format	12	valid_given_correct	64	0.950000	0.000000
correct_times_valid_plus_0p1_format	12	invalid_but_correct	1	0.318229	0.014154
correct_times_valid_plus_0p1_format	12	invalid_but_correct	8	0.050818	0.000751
correct_times_valid_plus_0p1_format	12	invalid_but_correct	64	0.050000	0.000000
correct_times_valid_plus_0p1_format	13	correct	1	0.891406	0.017364
correct_times_valid_plus_0p1_format	13	correct	8	0.939621	0.024742
correct_times_valid_plus_0p1_format	13	correct	64	0.966667	0.023570
correct_times_valid_plus_0p1_format	13	valid	1	0.454167	0.062729
correct_times_valid_plus_0p1_format	13	valid	8	0.885797	0.006629
correct_times_valid_plus_0p1_format	13	valid	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	13	joint	1	0.444271	0.054293
correct_times_valid_plus_0p1_format	13	joint	8	0.877406	0.009951
correct_times_valid_plus_0p1_format	13	joint	64	0.900000	0.000000
correct_times_valid_plus_0p1_format	13	valid_given_correct	1	0.499537	0.068872
correct_times_valid_plus_0p1_format	13	valid_given_correct	8	0.934602	0.032274
correct_times_valid_plus_0p1_format	13	valid_given_correct	64	0.931579	0.022330
correct_times_valid_plus_0p1_format	13	invalid_but_correct	1	0.447135	0.068922
correct_times_valid_plus_0p1_format	13	invalid_but_correct	8	0.062215	0.031334
correct_times_valid_plus_0p1_format	13	invalid_but_correct	64	0.066667	0.023570
correct_times_valid_plus_0p1_format	14	correct	1	0.951042	0.025961
correct_times_valid_plus_0p1_format	14	correct	8	0.994343	0.007376
correct_times_valid_plus_0p1_format	14	correct	64	1.000000	0.000000
correct_times_valid_plus_0p1_format	14	valid	1	0.444271	0.014896
correct_times_valid_plus_0p1_format	14	valid	8	0.883410	0.024405
correct_times_valid_plus_0p1_format	14	valid	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	14	joint	1	0.443750	0.015243
correct_times_valid_plus_0p1_format	14	joint	8	0.883339	0.024475
correct_times_valid_plus_0p1_format	14	joint	64	0.950000	0.040825
correct_times_valid_plus_0p1_format	14	valid_given_correct	1	0.466732	0.014740
