template,train_max,seed,depth,in_train,greedy_correct,greedy_valid,correct1,valid1,joint1,correct2,valid2,joint2,correct4,valid4,joint4,correct8,valid8,joint8,correct16,valid16,joint16
logic,20,3407,50,0,0.0,0.0,0.01171875,0.0,0.0,0.0234375,0.0,0.0,0.046875,0.0,0.0,0.09375,0.0,0.0,0.1875,0.0,0.0
logic,20,3408,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,20,1,1.0,1.0,1.0,0.99609375,0.99609375,1.0,0.9997395833333333,0.9997395833333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3408,25,0,0.375,0.4375,0.302734375,0.283203125,0.16015625,0.475,0.45859375,0.2526041666666667,0.6756868131868132,0.6751373626373627,0.37814217032967035,0.8443643162393163,0.8673708236208236,0.5283119658119658,0.90625,0.96875,0.6875
logic,20,3408,30,0,0.28125,0.15625,0.203125,0.08203125,0.04296875,0.3520833333333333,0.15130208333333334,0.08177083333333333,0.5521291208791209,0.2617445054945055,0.14842032967032967,0.7621989121989122,0.41628787878787876,0.24775641025641026,0.90625,0.625,0.375
logic,20,3408,35,0,0.15625,0.0625,0.154296875,0.029296875,0.005859375,0.2846354166666667,0.0578125,0.011458333333333334,0.4884787087912088,0.11249999999999999,0.021875,0.7449227855477856,0.2125,0.03958333333333333,0.96875,0.375,0.0625
logic,20,3408,40,0,0.0,0.0,0.107421875,0.01171875,0.00390625,0.20234375,0.023177083333333334,0.0078125,0.36014766483516486,0.0453125,0.015625,0.5794871794871795,0.08645833333333333,0.03125,0.8125,0.15625,0.0625
logic,20,3408,45,0,0.0625,0.0,0.05859375,0.017578125,0.0,0.109375,0.03463541666666667,0.0,0.19471153846153844,0.0671875,0.0,0.32497814685314685,0.12604166666666666,0.0,0.46875,0.21875,0.0
logic,20,3408,50,0,0.03125,0.0,0.041015625,0.01171875,0.0,0.08046875,0.023177083333333334,0.0,0.1549107142857143,0.0453125,0.0,0.2875,0.08645833333333333,0.0,0.5,0.15625,0.0
logic,20,3409,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,12,1,1.0,1.0,0.998046875,0.998046875,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,20,1,1.0,1.0,0.994140625,0.994140625,0.994140625,0.99921875,0.99921875,0.99921875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,20,3409,25,0,0.625,0.15625,0.66015625,0.076171875,0.07421875,0.85546875,0.11145833333333333,0.10755208333333333,0.9661744505494505,0.16292925824175825,0.15511675824175825,0.9979215229215229,0.22770250582750584,0.21207750582750584,1.0,0.3125,0.28125
logic,20,3409,30,0,0.5625,0.09375,0.55859375,0.068359375,0.05859375,0.8075520833333333,0.12682291666666667,0.1078125,0.965573489010989,0.2255837912087912,0.1896462912087912,0.9994803807303807,0.3833309052059052,0.3197892385392385,1.0,0.59375,0.5
logic,20,3409,35,0,0.40625,0.03125,0.44921875,0.041015625,0.0390625,0.6919270833333333,0.07916666666666666,0.07526041666666666,0.9010817307692308,0.14754464285714286,0.13973214285714286,0.9915282634032634,0.25729166666666664,0.24166666666666667,1.0,0.40625,0.375
logic,20,3409,40,0,0.375,0.03125,0.33984375,0.037109375,0.025390625,0.55078125,0.07291666666666667,0.05026041666666667,0.7805975274725275,0.140625,0.0984375,0.9457920551670552,0.26041666666666663,0.18854166666666666,1.0,0.4375,0.34375
logic,20,3409,45,0,0.09375,0.0,0.1953125,0.009765625,0.0078125,0.34270833333333334,0.019270833333333334,0.015364583333333334,0.5452953296703297,0.0375,0.0296875,0.7530448717948718,0.07083333333333333,0.05520833333333333,0.875,0.125,0.09375
logic,20,3409,50,0,0.21875,0.0,0.150390625,0.0078125,0.001953125,0.2765625,0.015625,0.00390625,0.4732486263736264,0.03125,0.0078125,0.7233755827505828,0.0625,0.015625,0.96875,0.125,0.03125
logic,25,3407,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,20,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,25,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3407,30,0,1.0,0.96875,0.9375,0.90625,0.900390625,0.9911458333333333,0.9635416666666666,0.9614583333333333,0.9998626373626374,0.9764251373626374,0.9762877747252747,1.0,0.984375,0.984375,1.0,1.0,1.0
logic,25,3407,35,0,0.9375,0.9375,0.90625,0.912109375,0.892578125,0.97890625,0.984375,0.9776041666666667,0.9960508241758241,0.9977506868131868,0.9960508241758241,0.9998907342657343,0.9999781468531469,0.9998907342657343,1.0,1.0,1.0
logic,25,3407,40,0,0.78125,0.78125,0.77734375,0.759765625,0.736328125,0.9229166666666666,0.9046875,0.8908854166666667,0.9802197802197802,0.9665178571428571,0.9622252747252747,0.9982881701631702,0.9913922882672883,0.9910790598290599,1.0,1.0,1.0
logic,25,3407,45,0,0.71875,0.6875,0.66015625,0.587890625,0.556640625,0.82421875,0.7596354166666667,0.7385416666666667,0.901974587912088,0.8645604395604396,0.8509958791208792,0.9384251165501165,0.9215520590520591,0.9111888111888112,0.96875,0.96875,0.96875
logic,25,3407,50,0,0.46875,0.34375,0.41015625,0.318359375,0.294921875,0.6307291666666667,0.5109375,0.48046875,0.8390968406593406,0.7146119505494506,0.6839457417582417,0.9694881507381508,0.8563107031857032,0.8357201825951825,1.0,0.90625,0.90625
logic,25,3408,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,20,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,25,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,30,0,1.0,1.0,0.96484375,0.97265625,0.958984375,0.9950520833333333,0.9973958333333334,0.9942708333333333,0.999896978021978,0.9999828296703297,0.999896978021978,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3408,35,0,1.0,0.96875,0.962890625,0.939453125,0.931640625,0.9971354166666667,0.9877604166666667,0.9877604166666667,0.9999828296703297,0.9987637362637363,0.9987637362637363,1.0,0.9999975718725719,0.9999975718725719,1.0,1.0,1.0
logic,25,3408,40,0,0.8125,0.8125,0.822265625,0.7578125,0.7578125,0.9140625,0.871875,0.871875,0.9527987637362637,0.9275755494505494,0.9275755494505494,0.9822916666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,1.0
logic,25,3408,45,0,0.90625,0.875,0.83203125,0.75,0.73046875,0.9541666666666666,0.89375,0.8846354166666667,0.9938358516483516,0.9561298076923077,0.9543956043956043,0.9999538655788656,0.9851981351981351,0.9851932789432789,1.0,1.0,1.0
logic,25,3408,50,0,0.875,0.90625,0.7734375,0.720703125,0.6953125,0.91640625,0.859375,0.8473958333333333,0.9737122252747252,0.9085851648351648,0.9059752747252747,0.9955638111888112,0.9218507187257188,0.9218264374514374,1.0,0.9375,0.9375
logic,25,3409,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,12,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,15,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,18,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,20,1,1.0,1.0,0.99609375,0.99609375,0.99609375,0.9997395833333333,0.9997395833333333,0.9997395833333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,25,1,1.0,1.0,0.99609375,0.994140625,0.994140625,0.9997395833333333,0.9997395833333333,0.9997395833333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
logic,25,3409,30,0,0.875,0.78125,0.732421875,0.6484375,0.642578125,0.9015624999999999,0.8223958333333333,0.8177083333333333,0.9849072802197802,0.9430288461538462,0.9395947802197803,0.9998397435897436,0.9936067404817405,0.9928030303030303,1.0,1.0,1.0
logic,25,3409,35,0,0.84375,0.84375,0.708984375,0.630859375,0.625,0.8763020833333334,0.79921875,0.7966145833333333,0.9685267857142857,0.9126717032967033,0.9125686813186813,0.9979069541569542,0.9825466200466201,0.9825466200466201,1.0,1.0,1.0
logic,25,3409,40,0,0.84375,0.84375,0.65234375,0.587890625,0.583984375,0.8455729166666667,0.7614583333333333,0.75859375,0.9632383241758242,0.8768543956043956,0.8758756868131868,0.998589257964258,0.9300796425796426,0.9300602175602176,1.0,0.9375,0.9375
logic,25,3409,45,0,0.59375,0.59375,0.572265625,0.5390625,0.5234375,0.7770833333333333,0.7510416666666666,0.7322916666666667,0.9124828296703297,0.9027987637362638,0.8893372252747253,0.9721469502719503,0.9662126068376068,0.9630001942501942,1.0,1.0,1.0
logic,25,3409,50,0,0.65625,0.625,0.53125,0.4609375,0.44921875,0.75,0.6791666666666667,0.66796875,0.8960336538461539,0.8559065934065934,0.8496565934065934,0.9496964840714841,0.9409722222222222,0.9404865967365967,0.96875,0.96875,0.96875
nl_exact,5,3407,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3407,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3407,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3407,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3407,12,0,1.0,1.0,0.998046875,0.998046875,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3407,15,0,1.0,1.0,0.984375,0.982421875,0.982421875,0.9927083333333333,0.990625,0.990625,0.9987980769230769,0.9978365384615384,0.9978365384615384,0.9999975718725719,0.9999781468531469,0.9999781468531469,1.0,1.0,1.0
nl_exact,5,3407,18,0,1.0,1.0,0.9921875,0.9921875,0.9921875,0.9994791666666667,0.9994791666666667,0.9994791666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3407,20,0,0.9375,0.9375,0.890625,0.87890625,0.875,0.9424479166666667,0.9354166666666667,0.93359375,0.9596497252747253,0.9584478021978022,0.9578468406593407,0.9675480769230769,0.9675456487956487,0.9675432206682206,0.96875,0.96875,0.96875
nl_exact,5,3407,25,0,0.90625,0.90625,0.87109375,0.85546875,0.83984375,0.95859375,0.9533854166666667,0.9481770833333333,0.9763392857142857,0.9760645604395605,0.9757383241758242,0.984375,0.984375,0.984375,1.0,1.0,1.0
nl_exact,5,3407,30,0,0.84375,0.78125,0.40625,0.384765625,0.337890625,0.6322916666666666,0.60703125,0.5510416666666667,0.8347012362637363,0.8183550824175825,0.7744677197802198,0.9380487567987568,0.9351689976689976,0.9134275446775447,0.96875,0.96875,0.96875
nl_exact,5,3407,35,0,0.0,0.0,0.0703125,0.05078125,0.05078125,0.13255208333333335,0.0984375,0.0984375,0.23672733516483518,0.18504464285714287,0.18504464285714287,0.3858974358974359,0.328125,0.328125,0.5625,0.53125,0.53125
nl_exact,5,3407,40,0,0.0,0.0,0.076171875,0.0703125,0.068359375,0.14401041666666667,0.13307291666666668,0.12916666666666668,0.2595638736263736,0.24059065934065932,0.23277815934065932,0.4321824009324009,0.40405740093240095,0.38843240093240095,0.625,0.59375,0.5625
nl_exact,5,3407,45,0,0.0,0.0,0.0703125,0.05859375,0.05859375,0.13151041666666666,0.10885416666666667,0.10885416666666667,0.23231456043956045,0.19012706043956046,0.19012706043956046,0.37473047785547786,0.30285547785547784,0.30285547785547784,0.53125,0.4375,0.4375
nl_exact,5,3407,50,0,0.0,0.0,0.0625,0.05078125,0.046875,0.1171875,0.09583333333333334,0.08828125,0.20865384615384616,0.1719951923076923,0.1579326923076923,0.3455638111888112,0.2858974358974359,0.2619391025641026,0.53125,0.4375,0.40625
nl_exact,5,3408,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,15,0,1.0,1.0,0.998046875,0.998046875,0.998046875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,18,0,1.0,1.0,0.95703125,0.95703125,0.95703125,0.9908854166666666,0.9908854166666666,0.9908854166666666,0.9993131868131868,0.9993131868131868,0.9993131868131868,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3408,20,0,0.9375,0.9375,0.916015625,0.916015625,0.916015625,0.9528645833333333,0.9528645833333333,0.9528645833333333,0.9630837912087912,0.9630837912087912,0.9630837912087912,0.968349358974359,0.968349358974359,0.968349358974359,0.96875,0.96875,0.96875
nl_exact,5,3408,25,0,1.0,0.9375,0.9375,0.880859375,0.880859375,0.9940104166666667,0.95859375,0.95859375,0.9999141483516484,0.9848729395604395,0.9848729395604395,1.0,0.9968531468531469,0.9968531468531469,1.0,1.0,1.0
nl_exact,5,3408,30,0,0.75,0.71875,0.1796875,0.12890625,0.12890625,0.30625,0.23333333333333334,0.23333333333333334,0.4962396978021978,0.3893028846153846,0.3893028846153846,0.7249125874125874,0.5812135780885781,0.5812135780885781,0.90625,0.78125,0.78125
nl_exact,5,3408,35,0,0.03125,0.0,0.04296875,0.03515625,0.03515625,0.08307291666666666,0.06770833333333333,0.06770833333333333,0.1557864010989011,0.1260989010989011,0.1260989010989011,0.2779647435897436,0.22275641025641024,0.22275641025641024,0.46875,0.375,0.375
nl_exact,5,3408,40,0,0.03125,0.0,0.03515625,0.025390625,0.025390625,0.06822916666666667,0.04895833333333333,0.04895833333333333,0.12900068681318683,0.09150068681318682,0.09150068681318682,0.2342147435897436,0.16338141025641026,0.16338141025641026,0.40625,0.28125,0.28125
nl_exact,5,3408,45,0,0.125,0.0,0.029296875,0.0078125,0.0078125,0.05677083333333333,0.015625,0.015625,0.10669642857142858,0.03125,0.03125,0.18958333333333333,0.0625,0.0625,0.3125,0.125,0.125
nl_exact,5,3408,50,0,0.0625,0.03125,0.033203125,0.01171875,0.01171875,0.06432291666666667,0.02265625,0.02265625,0.12075892857142857,0.04241071428571429,0.04241071428571429,0.21354166666666666,0.075,0.075,0.34375,0.125,0.125
nl_exact,5,3409,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3409,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3409,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3409,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,5,3409,12,0,0.96875,0.96875,0.966796875,0.966796875,0.966796875,0.9841145833333333,0.9841145833333333,0.9841145833333333,0.9943166208791209,0.9943166208791209,0.9943166208791209,0.999599358974359,0.999599358974359,0.999599358974359,1.0,1.0,1.0
nl_exact,5,3409,15,0,0.90625,0.96875,0.75390625,0.966796875,0.751953125,0.9104166666666667,0.98671875,0.9098958333333333,0.9795673076923077,0.9963770604395604,0.9795673076923077,0.9985552641802642,0.9998907342657343,0.9985552641802642,1.0,1.0,1.0
nl_exact,5,3409,18,0,0.8125,0.96875,0.693359375,0.9453125,0.6875,0.85,0.9651041666666667,0.8453125,0.9326236263736264,0.9686641483516484,0.931507554945055,0.9608124514374514,0.96875,0.9608100233100233,0.96875,0.96875,0.96875
nl_exact,5,3409,20,0,0.78125,0.78125,0.7578125,0.759765625,0.7578125,0.8153645833333333,0.8153645833333333,0.8153645833333333,0.8520776098901099,0.8520776098901099,0.8520776098901099,0.8713626651126651,0.8713626651126651,0.8713626651126651,0.875,0.875,0.875
nl_exact,5,3409,25,0,0.4375,0.78125,0.47265625,0.75390625,0.431640625,0.7010416666666667,0.85546875,0.64140625,0.8847699175824176,0.9087225274725275,0.8166208791208791,0.9742108585858585,0.9497280497280497,0.9159892191142192,1.0,0.96875,0.96875
nl_exact,5,3409,30,0,0.0,0.6875,0.05859375,0.142578125,0.009765625,0.10885416666666667,0.25807291666666665,0.019270833333333334,0.19012706043956046,0.4281593406593407,0.0375,0.30285547785547784,0.6173368298368298,0.07083333333333333,0.4375,0.75,0.125
nl_exact,5,3409,35,0,0.0625,0.0,0.013671875,0.0078125,0.00390625,0.027083333333333334,0.015625,0.0078125,0.053125,0.03125,0.015625,0.10208333333333333,0.0625,0.03125,0.1875,0.125,0.0625
nl_exact,5,3409,40,0,0.0,0.0,0.001953125,0.00390625,0.001953125,0.00390625,0.0078125,0.00390625,0.0078125,0.015625,0.0078125,0.015625,0.03125,0.015625,0.03125,0.0625,0.03125
nl_exact,5,3409,45,0,0.0,0.0,0.001953125,0.001953125,0.001953125,0.00390625,0.00390625,0.00390625,0.0078125,0.0078125,0.0078125,0.015625,0.015625,0.015625,0.03125,0.03125,0.03125
nl_exact,5,3409,50,0,0.0,0.0,0.01171875,0.01171875,0.00390625,0.02291666666666667,0.023177083333333334,0.007552083333333334,0.04375,0.0453125,0.014062499999999999,0.07916666666666666,0.08645833333333333,0.02395833333333333,0.125,0.15625,0.03125
nl_exact,10,3407,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,15,0,1.0,1.0,0.9921875,0.9921875,0.9921875,0.9984375,0.9984375,0.9984375,0.9999828296703297,0.9999828296703297,0.9999828296703297,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,18,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,20,0,1.0,1.0,0.9921875,0.9921875,0.9921875,0.9984375,0.9984375,0.9984375,0.9999828296703297,0.9999828296703297,0.9999828296703297,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,25,0,1.0,1.0,0.9921875,0.9921875,0.9921875,0.9984375,0.9984375,0.9984375,0.9999828296703297,0.9999828296703297,0.9999828296703297,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3407,30,0,1.0,1.0,0.966796875,0.962890625,0.962890625,0.9903645833333333,0.9885416666666667,0.9885416666666667,0.9987809065934066,0.998695054945055,0.998695054945055,0.9999975718725719,0.9999975718725719,0.9999975718725719,1.0,1.0,1.0
nl_exact,10,3407,35,0,0.28125,0.0,0.208984375,0.001953125,0.0,0.28932291666666665,0.00390625,0.0,0.35353708791208793,0.0078125,0.0,0.3995337995337995,0.015625,0.0,0.4375,0.03125,0.0
nl_exact,10,3407,40,0,0.0,0.0,0.05078125,0.0,0.0,0.09036458333333333,0.0,0.0,0.14823145604395604,0.0,0.0,0.22575029137529137,0.0,0.0,0.34375,0.0,0.0
nl_exact,10,3407,45,0,0.3125,0.0,0.107421875,0.0,0.0,0.17526041666666667,0.0,0.0,0.2626201923076923,0.0,0.0,0.3564903846153846,0.0,0.0,0.4375,0.0,0.0
nl_exact,10,3407,50,0,0.03125,0.0,0.0390625,0.009765625,0.009765625,0.06848958333333333,0.01875,0.01875,0.11083447802197803,0.03459821428571429,0.03459821428571429,0.1675456487956488,0.059375,0.059375,0.25,0.09375,0.09375
nl_exact,10,3408,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3408,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3408,5,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3408,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3408,12,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3408,15,0,1.0,1.0,0.990234375,0.98828125,0.98828125,0.9973958333333334,0.9973958333333334,0.9973958333333334,0.9999141483516484,0.9999141483516484,0.9999141483516484,1.0,1.0,1.0,1.0,1.0,1.0
nl_exact,10,3408,18,0,0.96875,0.9375,0.94140625,0.90234375,0.90234375,0.965625,0.9372395833333333,0.9372395833333333,0.9759443681318681,0.9525068681318681,0.9525068681318681,0.984375,0.96875,0.96875,1.0,1.0,1.0
nl_exact,10,3408,20,0,1.0,0.96875,0.986328125,0.9609375,0.9609375,0.9989583333333333,0.9815104166666667,0.9815104166666667,1.0,0.9915006868131868,0.9915006868131868,1.0,0.9987980769230769,0.9987980769230769,1.0,1.0,1.0
