template,train_max,depth,n,greedy_correct_mean,greedy_correct_std,greedy_valid_mean,greedy_valid_std,correct1_mean,correct1_std,valid1_mean,valid1_std,joint1_mean,joint1_std,correct2_mean,correct2_std,valid2_mean,valid2_std,joint2_mean,joint2_std,correct4_mean,correct4_std,valid4_mean,valid4_std,joint4_mean,joint4_std,correct8_mean,correct8_std,valid8_mean,valid8_std,joint8_mean,joint8_std,correct16_mean,correct16_std,valid16_mean,valid16_std,joint16_mean,joint16_std
logic,25,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,18,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,20,3,1.0,0.0,1.0,0.0,0.9986979166666666,0.0018414239093399675,0.9986979166666666,0.0018414239093399675,0.9986979166666666,0.0018414239093399675,0.9999131944444445,0.00012276159395599085,0.9999131944444445,0.00012276159395599085,0.9999131944444445,0.00012276159395599085,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,25,3,1.0,0.0,1.0,0.0,0.9986979166666666,0.0018414239093399675,0.998046875,0.0027621358640099515,0.998046875,0.0027621358640099515,0.9999131944444445,0.00012276159395599085,0.9999131944444445,0.00012276159395599085,0.9999131944444445,0.00012276159395599085,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,30,3,0.9583333333333334,0.05892556509887896,0.9166666666666666,0.09660019266141358,0.8782552083333334,0.10372219627237929,0.8424479166666666,0.1398391429253527,0.833984375,0.1374422819199936,0.9625868055555555,0.04318015824171238,0.9277777777777778,0.07578716606982387,0.9244791666666666,0.07667756376360836,0.9948889652014652,0.007058131061662952,0.9731456043956044,0.02336672223427098,0.971926510989011,0.024810672850969884,0.9999465811965812,7.554559628061379e-05,0.9926605801605801,0.006413868867020572,0.9923926767676767,0.006385475642319469,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,35,3,0.9270833333333334,0.06421264586426018,0.9166666666666666,0.05311478659992484,0.859375,0.1088272183050289,0.8274739583333334,0.13947494625803072,0.81640625,0.13628092097051925,0.95078125,0.05318793929617948,0.9237847222222222,0.08809228622398338,0.9206597222222223,0.08781110299951986,0.9881868131868132,0.0139941101174174,0.9697287087912088,0.040347515200627786,0.9691277472527472,0.040008631797814984,0.9992658961408961,0.000961951917357361,0.994174112924113,0.008221882886336743,0.9941449753949754,0.008201391697291411,1.0,0.0,1.0,0.0,1.0,0.0
logic,25,40,3,0.8125,0.02551551815399144,0.8125,0.02551551815399144,0.7506510416666666,0.07189221751810232,0.7018229166666666,0.08056624184537098,0.6927083333333334,0.07737815768047406,0.8941840277777777,0.034562784990341544,0.8460069444444445,0.06126726026014178,0.8404513888888888,0.05840007858903315,0.965418956043956,0.011300277364016469,0.9236492673992673,0.03671008809418701,0.9218921703296703,0.0354804024011433,0.993056364931365,0.0076127835475814235,0.9627128658378659,0.025186432009451237,0.9626019813519814,0.025076097888733617,1.0,0.0,0.9791666666666666,0.02946278254943948,0.9791666666666666,0.02946278254943948
logic,25,45,3,0.7395833333333334,0.12842529172852035,0.71875,0.11692679333668567,0.6881510416666666,0.1078805705498916,0.6256510416666666,0.09015928137355099,0.603515625,0.09078705428231723,0.8518229166666667,0.0748826604278629,0.8014756944444444,0.06534204228052898,0.78515625,0.07038865474644256,0.9360977564102564,0.041051768272957735,0.9078296703296703,0.03755191793487236,0.8982429029304029,0.04267988689146437,0.9701753108003108,0.02515766630559218,0.957654267029267,0.026678826028697856,0.9531274281274281,0.031008267124447528,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974
logic,25,50,3,0.6666666666666666,0.16601434844280444,0.625,0.22963966338592295,0.5716145833333334,0.151030441393219,0.5,0.16656236563862623,0.4798177083333333,0.16488457646747207,0.7657118055555555,0.11715515242851181,0.6831597222222222,0.142277033098728,0.6652777777777777,0.14980943922085888,0.9029475732600732,0.055173527196978614,0.826367902930403,0.08189750765995688,0.8131925366300367,0.09423905402341665,0.9715828153328153,0.018783745438456068,0.9063778813778814,0.036253273167970085,0.8993444055944055,0.045629535028151993,0.9895833333333334,0.01473139127471974,0.9375,0.02551551815399144,0.9375,0.02551551815399144
nl_exact,5,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,12,3,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,0.98828125,0.015212658132223857,0.98828125,0.015212658132223857,0.98828125,0.015212658132223857,0.9947048611111111,0.007488457231315861,0.9947048611111111,0.007488457231315861,0.9947048611111111,0.007488457231315861,0.9981055402930403,0.0026791706109517803,0.9981055402930403,0.0026791706109517803,0.9981055402930403,0.0026791706109517803,0.999866452991453,0.0001888639907015083,0.999866452991453,0.0001888639907015083,0.999866452991453,0.0001888639907015083,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,15,3,0.96875,0.04419417382415922,0.9895833333333334,0.01473139127471974,0.912109375,0.11200565941453769,0.982421875,0.01275775907699572,0.9108072916666666,0.1125078363397289,0.9677083333333333,0.040620548189126957,0.9924479166666667,0.005573160041414775,0.9668402777777778,0.04044729056492176,0.9927884615384616,0.009361635773676201,0.9980711996336996,0.001488337364072088,0.9924679487179487,0.00916478934514916,0.999517612017612,0.0006804834036608286,0.9999562937062937,4.7208192733161996e-05,0.999511137011137,0.0006759630372574561,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,5,18,3,0.9375,0.08838834764831845,0.9895833333333334,0.01473139127471974,0.880859375,0.1333571094930591,0.96484375,0.019918044974971814,0.87890625,0.1361035264858152,0.9467881944444444,0.0685294538750909,0.98515625,0.014606566314979343,0.9452256944444445,0.07073635535251373,0.977312271062271,0.03160088765809533,0.9893257783882784,0.014612669044732473,0.9769402472527473,0.032126988403650865,0.9869374838124838,0.018473187551103495,0.9895833333333334,0.01473139127471974,0.9869366744366744,0.01847433218135017,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974
nl_exact,5,20,3,0.8854166666666666,0.0736569563735987,0.8854166666666666,0.0736569563735987,0.8548177083333334,0.06937184247381502,0.8515625,0.06665471287686953,0.849609375,0.06703516524113481,0.9035590277777777,0.0625077155731422,0.9012152777777778,0.06112208412375331,0.9006076388888888,0.06078719791028333,0.9249370421245421,0.051538470106337324,0.9245364010989011,0.05127104716508722,0.9243360805860806,0.05113916537745921,0.935753367003367,0.04553227705495927,0.9357525576275576,0.04553171188722865,0.9357517482517482,0.04553114674125816,0.9375,0.04419417382415922,0.9375,0.04419417382415922,0.9375,0.04419417382415922
nl_exact,5,25,3,0.78125,0.2460627460628691,0.875,0.06750771560841522,0.7604166666666666,0.20527540940550387,0.830078125,0.05485001893183736,0.7174479166666666,0.20278876752409383,0.8845486111111112,0.13056207735261866,0.9224826388888889,0.04743365656041455,0.849392361111111,0.1471298599819305,0.9536744505494505,0.049664336866919755,0.9565533424908425,0.034012125628678246,0.9257440476190476,0.07725179491708038,0.9861952861952862,0.010606759954362709,0.9769853988603988,0.019935702454211075,0.965739121989122,0.035545423186573305,1.0,0.0,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974
nl_exact,5,30,3,0.53125,0.3775951866748304,0.7291666666666666,0.03897559777889522,0.21484375,0.14409068551104082,0.21875,0.11752339015307939,0.15885416666666666,0.1356199645842632,0.3491319444444444,0.2158330372781467,0.36614583333333334,0.17063088762566203,0.26788194444444446,0.21846473352814794,0.5070226648351648,0.2632567458057874,0.5452724358974359,0.19374907297311034,0.40042353479853476,0.30096855499634967,0.655272274022274,0.2639506965836667,0.7112398018648018,0.159027116931573,0.5218248186998187,0.3465415028573974,0.7708333333333334,0.23707930576543837,0.8333333333333334,0.09660019266141358,0.625,0.36174490321219455
nl_exact,5,35,3,0.03125,0.02551551815399144,0.0,0.0,0.042317708333333336,0.02312802040147345,0.03125,0.017758049084617,0.029947916666666668,0.01948779888944761,0.08090277777777778,0.043084772512945735,0.06059027777777778,0.03418067265996464,0.057986111111111106,0.03763078402898088,0.14854624542124542,0.0751299729809288,0.11413118131868132,0.06335412525606852,0.10892284798534799,0.07022353094170149,0.255315170940171,0.11696826794611986,0.20446047008547008,0.10920993918840893,0.19404380341880342,0.12288748715744886,0.40625,0.15934435979977452,0.34375,0.16731644171051052,0.3229166666666667,0.1948779888944761
nl_exact,5,40,3,0.010416666666666666,0.01473139127471974,0.0,0.0,0.037760416666666664,0.03035558131998637,0.033203125,0.027667355938640337,0.031901041666666664,0.02749832302336312,0.07204861111111112,0.057261013474780124,0.06328125000000001,0.05213062089442215,0.06067708333333334,0.051804374474546784,0.13212568681318682,0.10280081954745138,0.11590544871794871,0.09344902807900317,0.11069711538461538,0.09283951788998714,0.22734071484071483,0.17012829721775877,0.19956293706293707,0.15433333342483416,0.1891462703962704,0.15328450793869744,0.3541666666666667,0.24517921449874625,0.3125,0.2180046826714203,0.2916666666666667,0.2170069443333298
nl_exact,5,45,3,0.041666666666666664,0.05892556509887896,0.0,0.0,0.033854166666666664,0.028093032565613824,0.022786458333333332,0.025432324198729962,0.022786458333333332,0.025432324198729962,0.0640625,0.05234871625141629,0.04279513888888889,0.046955146246884995,0.04279513888888889,0.046955146246884995,0.11560782967032968,0.09186894138775858,0.07639652014652015,0.08098685468672327,0.07639652014652015,0.08098685468672327,0.19331293706293706,0.14662791574694017,0.1269934926184926,0.12581704917556605,0.1269934926184926,0.12581704917556605,0.2916666666666667,0.20465502817071354,0.19791666666666666,0.17368054167221944,0.19791666666666666,0.17368054167221944
nl_exact,5,50,3,0.020833333333333332,0.02946278254943948,0.010416666666666666,0.01473139127471974,0.035807291666666664,0.020812978337429403,0.024739583333333332,0.018414239093399676,0.020833333333333332,0.018688411581259536,0.06814236111111112,0.03858055314307478,0.04722222222222222,0.034373903952784404,0.039496527777777776,0.03504279102657348,0.12438759157509158,0.06737059207833665,0.0865728021978022,0.06041436716073199,0.07146863553113553,0.062225022560552595,0.2127573815073815,0.10875759277646288,0.14911858974358974,0.09683030833052765,0.1202991452991453,0.10229930287980778,0.3333333333333333,0.16601434844280444,0.23958333333333334,0.1405285162836671,0.1875,0.15934435979977452
nl_exact,10,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,15,3,1.0,0.0,1.0,0.0,0.994140625,0.004219232225525951,0.9934895833333334,0.0048719497223619025,0.9934895833333334,0.0048719497223619025,0.9986111111111111,0.0010702107644043233,0.9986111111111111,0.0010702107644043233,0.9986111111111111,0.0010702107644043233,0.9999656593406594,3.7092151433186476e-05,0.9999656593406594,3.7092151433186476e-05,0.9999656593406594,3.7092151433186476e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,18,3,0.9895833333333334,0.01473139127471974,0.9791666666666666,0.02946278254943948,0.98046875,0.027621358640099514,0.9674479166666666,0.04603559773349919,0.9674479166666666,0.04603559773349919,0.9885416666666667,0.016204530402191736,0.9790798611111111,0.02958554414339547,0.9790798611111111,0.02958554414339547,0.991981456043956,0.011339933613122173,0.984168956043956,0.02238847706916198,0.984168956043956,0.02238847706916198,0.9947916666666666,0.00736569563735987,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,20,3,0.9895833333333334,0.01473139127471974,0.9895833333333334,0.01473139127471974,0.9856770833333334,0.00560047217906421,0.984375,0.016876928902103804,0.9772135416666666,0.012790939260669596,0.9943576388888888,0.006141761441426607,0.9933159722222222,0.008372124702207946,0.9885416666666667,0.007201199705540294,0.9981055402930403,0.00266703856626981,0.9971611721611722,0.004002573712510732,0.9952724358974359,0.0035258547191554103,0.999866452991453,0.0001888639907015083,0.9995993589743589,0.0005665919721046295,0.999465811965812,0.0004996871510115051,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,10,25,3,0.8020833333333334,0.2581148269450806,0.7604166666666666,0.338821999318554,0.80859375,0.2312453810771823,0.7630208333333334,0.3172103230534109,0.7526041666666666,0.3102717323666724,0.8521701388888889,0.18343618057710018,0.8108506944444445,0.2634485258024654,0.8004340277777777,0.2564533771653813,0.8858688186813187,0.1397072762292183,0.8493074633699633,0.21291719156217181,0.8388907967032967,0.20595310687914942,0.9046441983941984,0.11347582062304751,0.8737454674954676,0.1785508721789846,0.8633288008288008,0.17165991111571127,0.9166666666666666,0.09660019266141358,0.8958333333333334,0.1473139127471974,0.8854166666666666,0.1405285162836671
nl_exact,10,30,3,0.7291666666666666,0.33978138396458524,0.6458333333333334,0.4573853833354198,0.6764322916666666,0.3350139213946367,0.6067708333333334,0.4312068702642708,0.60546875,0.43045327123562194,0.7230034722222222,0.33016221180851174,0.6361979166666667,0.45072796498889706,0.6361979166666667,0.45072796498889706,0.7500228937728938,0.3130400321960677,0.6471554487179487,0.45817718402499014,0.6471554487179487,0.45817718402499014,0.7706309893809894,0.29184257465931457,0.6510335729085729,0.4607481644492663,0.6510335729085729,0.4607481644492663,0.7916666666666666,0.27282918445226656,0.65625,0.4642141657324415,0.65625,0.4642141657324415
nl_exact,10,35,3,0.25,0.142064392676936,0.13541666666666666,0.19150808657135662,0.19466145833333334,0.13274865704096805,0.12239583333333333,0.1648382988501008,0.11653645833333333,0.1593150971642732,0.2822048611111111,0.18718148260851034,0.17690972222222223,0.23388358332882841,0.1714409722222222,0.23167467704684688,0.3677541208791209,0.2295654750701507,0.23237179487179488,0.2968301042646943,0.2256753663003663,0.29840715832515047,0.44154687904687906,0.2408779326433624,0.27920875420875424,0.3344857617567225,0.2686593499093499,0.3416477661001672,0.5104166666666666,0.22292640165659058,0.3229166666666667,0.3482969478604268,0.3020833333333333,0.3629427372955072
nl_exact,10,40,3,0.0625,0.05103103630798288,0.041666666666666664,0.05892556509887896,0.06315104166666667,0.04941916592278215,0.048828125,0.06360913639621997,0.03515625,0.045637974396671575,0.10963541666666667,0.0827789174569662,0.08298611111111111,0.10668024894989138,0.06163194444444445,0.0790192836494011,0.17240155677655677,0.12122488195206096,0.12745535714285716,0.15971737351533194,0.09860347985347985,0.12324554879507554,0.2450781857031857,0.1507815686577241,0.1745386557886558,0.20901550548221842,0.14167395104895106,0.1683030827133062,0.3333333333333333,0.16601434844280444,0.21875,0.2460627460628691,0.1875,0.20252314682524564
nl_exact,10,45,3,0.13541666666666666,0.13093546968725556,0.03125,0.04419417382415922,0.0546875,0.0438765376184746,0.025390625,0.035907766232129365,0.017578125,0.02485922277608956,0.09262152777777778,0.07189711733643137,0.04331597222222222,0.06125803538404292,0.03159722222222222,0.04468522019998321,0.1461881868131868,0.1092593675524285,0.06900183150183149,0.09758332593847317,0.053439789377289375,0.07557527490772428,0.2155707718207718,0.15481374882692187,0.10234071484071483,0.1447316269106964,0.08632397694897694,0.12208053895922562,0.3020833333333333,0.21398581858514726,0.13541666666666666,0.19150808657135662,0.13541666666666666,0.19150808657135662
nl_exact,10,50,3,0.041666666666666664,0.01473139127471974,0.03125,0.04419417382415922,0.039713541666666664,0.02950590935839755,0.038411458333333336,0.04758397581932709,0.026692708333333332,0.031100445084625485,0.07126736111111111,0.05298112211659003,0.06831597222222222,0.08370585501027716,0.048611111111111105,0.05601373563909939,0.1184466575091575,0.08722742474552571,0.11169871794871795,0.1342463374269705,0.08219436813186813,0.09285631841519314,0.18046733359233358,0.1274386700424235,0.16568732193732194,0.1938542448287713,0.12574057886557885,0.1379853362617959,0.2604166666666667,0.16601434844280444,0.22916666666666666,0.26062491673326676,0.17708333333333334,0.18807781338820612
nl_exact,15,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,5,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,18,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,20,3,1.0,0.0,1.0,0.0,0.9973958333333334,0.003682847818679935,0.9973958333333334,0.003682847818679935,0.9973958333333334,0.003682847818679935,0.9994791666666667,0.0007365695637359975,0.9994791666666667,0.0007365695637359975,0.9994791666666667,0.0007365695637359975,0.9999942765567765,8.094171030052678e-06,0.9999942765567765,8.094171030052678e-06,0.9999942765567765,8.094171030052678e-06,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,25,3,1.0,0.0,1.0,0.0,0.998046875,0.0027621358640099515,0.998046875,0.0027621358640099515,0.998046875,0.0027621358640099515,0.9997395833333333,0.0003682847818679726,0.9997395833333333,0.0003682847818679726,0.9997395833333333,0.0003682847818679726,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,30,3,1.0,0.0,1.0,0.0,0.9140625,0.0483965300522026,0.939453125,0.044452369831019696,0.9140625,0.0483965300522026,0.9830729166666666,0.01102601419392474,0.9871527777777778,0.008593311576919857,0.9830729166666666,0.01102601419392474,0.9983630952380952,0.0015312965116291801,0.9985863095238096,0.0016262839372874823,0.9983630952380952,0.0015312965116291801,0.999963578088578,5.150836110041611e-05,0.999963578088578,5.150836110041611e-05,0.999963578088578,5.150836110041611e-05,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,15,35,3,0.375,0.3544729068161157,0.3229166666666667,0.39225354966172354,0.020833333333333332,0.016366933710906945,0.013671875,0.010457277606906908,0.010416666666666666,0.00736569563735987,0.04045138888888889,0.03173262540120807,0.026649305555555558,0.020379533858017013,0.020399305555555556,0.01442487907683017,0.07626488095238096,0.05963967517769068,0.05066964285714286,0.038716366108880504,0.03913690476190476,0.02767937146821227,0.1357638888888889,0.10542412321747258,0.0920138888888889,0.0700442843827486,0.07222222222222222,0.051097144830964315,0.21875,0.16731644171051052,0.15625,0.11692679333668567,0.125,0.08838834764831845
nl_exact,15,40,3,0.11458333333333333,0.07795119555779044,0.2708333333333333,0.38301617314271325,0.008463541666666666,0.010618168248893289,0.005208333333333333,0.006037512041338349,0.0032552083333333335,0.0033196741624953027,0.01657986111111111,0.020746709378563637,0.010416666666666666,0.012075024082676697,0.006510416666666667,0.006639348324990605,0.03184523809523809,0.03964021490372344,0.020833333333333332,0.024150048165353395,0.013020833333333334,0.01327869664998121,0.05902777777777778,0.07270969302559696,0.041666666666666664,0.04830009633070679,0.026041666666666668,0.02655739329996242,0.10416666666666667,0.12586506222494345,0.08333333333333333,0.09660019266141358,0.052083333333333336,0.05311478659992484
nl_exact,15,45,3,0.052083333333333336,0.0736569563735987,0.2708333333333333,0.3190290173148657,0.014973958333333334,0.014817456610339898,0.011067708333333334,0.010618168248893289,0.006510416666666667,0.0048719497223619025,0.02847222222222222,0.027776692687139743,0.021614583333333336,0.020677586230940088,0.012847222222222223,0.009627984496001586,0.05183150183150183,0.04922546624314815,0.041220238095238095,0.03922154413735059,0.024999999999999998,0.01879335265902991,0.08806089743589744,0.07986899848138763,0.075,0.07071579300007623,0.04722222222222222,0.03574534308786441,0.13541666666666666,0.11505584392903397,0.125,0.11692679333668567,0.08333333333333333,0.06421264586426018
nl_exact,15,50,3,0.052083333333333336,0.0736569563735987,0.3020833333333333,0.4272103469668725,0.008463541666666666,0.008183466855453472,0.008463541666666666,0.007866566389058966,0.0013020833333333333,0.0009207119546699837,0.01657986111111111,0.016042361847611198,0.01640625,0.015000542524911111,0.0026041666666666665,0.0018414239093399675,0.03177083333333333,0.030786493137774266,0.030877976190476192,0.027282309698361765,0.005208333333333333,0.003682847818679935,0.057986111111111106,0.05638059257524527,0.05520833333333333,0.045381293564149924,0.010416666666666666,0.00736569563735987,0.09375,0.0919975090242484,0.09375,0.06750771560841522,0.020833333333333332,0.01473139127471974
nl_exact,20,1,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,2,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,5,3,1.0,0.0,1.0,0.0,0.9973958333333334,0.003682847818679935,0.9973958333333334,0.003682847818679935,0.9973958333333334,0.003682847818679935,0.9994791666666667,0.0007365695637359975,0.9994791666666667,0.0007365695637359975,0.9994791666666667,0.0007365695637359975,0.9999942765567765,8.094171030052678e-06,0.9999942765567765,8.094171030052678e-06,0.9999942765567765,8.094171030052678e-06,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,10,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,12,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
nl_exact,20,15,3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
